  9.8,   0.2,   0.2,   0.2,   1.0,   0.1,    0.9,   -0.0,    0.0
  9.8,   0.2,   0.2,   0.1,   1.0,   0.0,    0.9,   -0.1,    0.0
  9.8,   0.2,   0.1,   0.2,   1.0,   0.0,    0.9,   -0.2,    0.0
  9.8,   0.2,   0.2,   0.2,   1.0,   0.0,    0.9,   -0.3,    0.0
  9.8,   0.2,   0.2,   0.4,   1.1,   0.0,    0.9,   -0.4,    0.0
  9.8,   0.2,   0.2,   0.1,   1.2,   0.0,    0.9,   -0.5,    0.0
  9.8,   0.2,   0.2,   0.2,   1.0,   0.1,    0.9,   -0.6,    0.0
  9.8,   0.2,   0.3,   0.2,   0.9,   0.1,    0.9,   -0.7,    0.0
  9.8,   0.2,   0.2,   0.3,   0.8,   0.1,    0.9,   -0.8,    0.0
  9.8,   0.3,   0.2,   0.1,   0.7,   0.1,    0.9,   -0.9,    0.0
  9.8,   0.2,   0.2,   0.1,   0.7,   0.1,    0.9,   -1.0,    0.0
  9.8,   0.2,   0.2,   0.1,   0.7,   0.0,    0.9,   -1.1,    0.0
  9.8,   0.2,   0.2,   0.2,   0.4,   0.1,    0.9,   -1.2,    0.0
  9.8,   0.2,   0.2,   0.2,   0.4,   0.0,    0.9,   -1.3,    0.0
  9.8,   0.2,   0.2,   0.2,   0.4,   0.0,    0.9,   -1.5,    0.0
  9.8,   0.2,   0.2,   0.2,   0.2,   0.1,    1.0,   -1.6,    0.0
  9.8,   0.3,   0.2,   0.2,   0.1,   0.1,    1.0,   -1.7,    0.0
  9.8,   0.2,   0.2,   0.3,   0.0,   0.1,    1.0,   -1.8,    0.0
  9.8,   0.2,   0.3,   0.3,   0.1,   0.0,    1.0,   -1.9,    0.0
  9.8,   0.2,   0.2,   0.2,  -0.1,   0.1,    1.0,   -2.0,    0.0
  9.8,   0.2,   0.3,   0.1,  -0.2,   0.1,    1.0,   -2.1,    0.0
  9.8,   0.2,   0.2,   0.4,  -0.2,   0.2,    1.0,   -2.2,    0.0
  9.8,   0.2,   0.2,   0.4,  -0.4,   0.1,    1.0,   -2.3,    0.0
  9.8,   0.2,   0.2,   0.4,  -0.4,   0.2,    1.0,   -2.4,    0.0
  9.8,   0.2,   0.2,   0.6,  -0.6,   0.0,    1.0,   -2.5,    0.0
  9.8,   0.2,   0.2,   0.4,  -0.5,   0.0,    1.0,   -2.7,    0.0
  9.8,   0.2,   0.2,   0.6,  -0.5,   0.0,    1.0,   -2.8,    0.0
  9.9,   0.2,   0.2,   0.5,  -0.7,   0.0,    1.0,   -2.9,    0.0
  9.8,   0.2,   0.2,   0.6,  -0.6,  -0.1,    1.0,   -3.0,    0.0
  9.8,   0.2,   0.1,   0.2,  -0.6,   0.1,    1.1,   -3.1,    0.0
  9.8,   0.2,   0.2,   0.3,  -0.8,   0.0,    1.1,   -3.2,    0.0
  9.8,   0.2,   0.2,   0.5,  -0.7,   0.1,    1.1,   -3.3,    0.0
  9.8,   0.2,   0.2,   0.5,  -0.7,   0.1,    1.1,   -3.5,    0.0
  9.8,   0.2,   0.3,   0.4,  -0.7,   0.1,    1.1,   -3.6,    0.0
  9.8,   0.2,   0.1,   0.4,  -0.7,   0.1,    1.1,   -3.7,    0.0
  9.8,   0.3,   0.2,   0.4,  -0.7,   0.1,    1.1,   -3.8,    0.0
  9.8,   0.2,   0.1,   0.3,  -0.4,   0.1,    1.1,   -3.9,    0.0
  9.8,   0.2,   0.2,   0.4,  -0.5,   0.0,    1.1,   -4.0,    0.0
  9.8,   0.3,   0.2,   0.5,  -0.4,   0.1,    1.1,   -4.1,    0.0
  9.8,   0.2,   0.2,   0.4,  -0.5,   0.1,    1.1,   -4.3,    0.0
  9.8,   0.2,   0.1,   0.6,  -0.4,   0.1,    1.1,   -4.4,    0.0
  9.8,   0.3,   0.2,   0.6,  -0.1,   0.4,    1.2,   -4.5,    0.0
  9.8,   0.3,   0.2,   0.8,   0.0,   0.4,    1.2,   -4.6,    0.0
  9.8,   0.3,   0.2,   1.3,   0.1,   0.1,    1.2,   -4.7,    0.0
  9.8,   0.3,   0.2,   1.4,   0.2,   0.1,    1.2,   -4.8,    0.1
  9.8,   0.3,   0.2,   2.0,   0.4,   0.0,    1.2,   -4.9,    0.0
  9.8,   0.4,   0.2,   2.3,   0.5,  -0.1,    1.2,   -5.0,    0.0
  9.8,   0.3,   0.2,   2.6,   0.8,   0.0,    1.3,   -5.1,    0.0
  9.8,   0.3,   0.2,   2.9,   1.1,   0.2,    1.3,   -5.2,    0.1
  9.8,   0.3,   0.1,   2.8,   1.2,   0.1,    1.3,   -5.3,    0.1
  9.8,   0.2,   0.2,   3.2,   1.3,   0.0,    1.4,   -5.4,    0.1
  9.8,   0.2,   0.2,   3.6,   1.7,   0.0,    1.4,   -5.5,    0.1
  9.8,   0.3,   0.2,   3.5,   1.6,   0.0,    1.4,   -5.6,    0.1
  9.8,   0.2,   0.2,   3.5,   1.6,   0.0,    1.5,   -5.7,    0.1
  9.8,   0.2,   0.2,   3.5,   1.8,   0.2,    1.5,   -5.7,    0.1
  9.7,   0.2,   0.3,   3.7,   1.8,   0.2,    1.6,   -5.8,    0.1
  9.8,   0.2,   0.3,   3.9,   1.8,   0.2,    1.6,   -5.9,    0.1
  9.9,   0.3,   0.3,   4.0,   1.6,   0.4,    1.6,   -6.0,    0.1
  9.8,   0.2,   0.2,   4.3,   1.5,   0.1,    1.7,   -6.1,    0.1
  9.9,   0.2,   0.3,   4.2,   1.3,   0.2,    1.7,   -6.2,    0.1
  9.8,   0.2,   0.3,   4.8,   1.2,   0.2,    1.8,   -6.3,    0.1
  9.8,   0.2,   0.3,   4.9,   1.0,   0.1,    1.8,   -6.4,    0.1
  9.8,   0.2,   0.3,   5.4,   0.7,   0.2,    1.9,   -6.5,    0.1
  9.8,   0.2,   0.3,   5.8,   0.5,   0.3,    1.9,   -6.6,    0.1
  9.8,   0.2,   0.3,   6.0,   0.1,   0.4,    2.0,   -6.7,    0.1
  9.8,   0.2,   0.3,   6.3,   0.0,   0.3,    2.1,   -6.8,    0.1
  9.8,   0.2,   0.3,   6.7,  -0.2,   0.3,    2.1,   -6.9,    0.1
  9.8,   0.3,   0.3,   6.8,  -0.4,   0.2,    2.2,   -7.0,    0.1
  9.8,   0.2,   0.2,   7.1,  -0.4,   0.1,    2.3,   -7.1,    0.1
  9.8,   0.3,   0.3,   7.4,  -0.6,   0.1,    2.4,   -7.3,    0.1
